Cov,n_init,max_iter,norm,error,log-lklhd
tied,15,300,False,3.514,-4.3504425811316345
tied,15,500,True,0.7993333333333322,8.190501008312483
tied,15,500,False,3.514,-4.3504425811316345
tied,20,100,True,0.7993333333333322,8.190501008312483
tied,20,100,False,3.514,-4.3504425811316345
tied,20,200,True,0.7993333333333322,8.190501008312483
tied,20,200,False,3.514,-4.3504425811316345
tied,20,300,True,0.7993333333333322,8.190501008312483
tied,20,300,False,3.514,-4.3504425811316345
tied,20,500,True,0.7993333333333322,8.190501008312483
tied,20,500,False,3.514,-4.3504425811316345
diag,5,100,True,0.7993333333333322,6.313444346471567
diag,5,100,False,3.456,-11.236992366858605
diag,5,200,True,0.7993333333333322,6.313444346471567
diag,5,200,False,3.456,-11.236992366858605
diag,5,300,True,0.7993333333333322,6.313444346471567
diag,5,300,False,3.456,-11.236992366858605
diag,5,500,True,0.7993333333333322,6.313444346471567
diag,5,500,False,3.456,-11.236992366858605
diag,10,100,True,0.7993333333333322,6.313444346471567
diag,10,100,False,3.456,-11.236992366858605
diag,10,200,True,0.7993333333333322,6.313444346471567
diag,10,200,False,3.456,-11.236992366858605
diag,10,300,True,0.7993333333333322,6.313444346471567
diag,10,300,False,3.456,-11.236992366858605
diag,10,500,True,0.7993333333333322,6.313444346471567
diag,10,500,False,3.456,-11.236992366858605
diag,15,100,True,0.7993333333333322,6.313444346471567
diag,15,100,False,3.456,-11.236992366858605
diag,15,200,True,0.7993333333333322,6.313444346471567
diag,15,200,False,3.456,-11.236992366858605
diag,15,300,True,0.7993333333333322,6.313444346471567
diag,15,300,False,3.456,-11.236992366858605
diag,15,500,True,0.7993333333333322,6.313444346471567
diag,15,500,False,3.456,-11.236992366858605
diag,20,100,True,0.7993333333333322,6.313444346471567
diag,20,100,False,3.456,-11.236992366858605
diag,20,200,True,0.7993333333333322,6.313444346471567
diag,20,200,False,3.456,-11.236992366858605
diag,20,300,True,0.7993333333333322,6.313444346471567
diag,20,300,False,3.456,-11.236992366858605
diag,20,500,True,0.7993333333333322,6.313444346471567
diag,20,500,False,3.456,-11.236992366858605
spherical,5,100,True,0.7973333333333322,0.8788540628830864
spherical,5,100,False,3.532,-18.095089173035465
spherical,5,200,True,0.7973333333333322,0.8788540628830864
spherical,5,200,False,3.532,-18.095089173035465
spherical,5,300,True,0.7973333333333322,0.8788540628830864
spherical,5,300,False,3.532,-18.095089173035465
spherical,5,500,True,0.7973333333333322,0.8788540628830864
spherical,5,500,False,3.532,-18.095089173035465
spherical,10,100,True,0.7973333333333322,0.8788540628830864
spherical,10,100,False,3.532,-18.095089173035465
spherical,10,200,True,0.7973333333333322,0.8788540628830864
spherical,10,200,False,3.532,-18.095089173035465
spherical,10,300,True,0.7973333333333322,0.8788540628830864
spherical,10,300,False,3.532,-18.095089173035465
spherical,10,500,True,0.7973333333333322,0.8788540628830864
spherical,10,500,False,3.532,-18.095089173035465
spherical,15,100,True,0.7973333333333322,0.8788540628830864
spherical,15,100,False,3.532,-18.095089173035465
spherical,15,200,True,0.7973333333333322,0.8788540628830864
spherical,15,200,False,3.532,-18.095089173035465
spherical,15,300,True,0.7973333333333322,0.8788540628830864
spherical,15,300,False,3.532,-18.095089173035465
spherical,15,500,True,0.7973333333333322,0.8788540628830864
spherical,15,500,False,3.532,-18.095089173035465
spherical,20,100,True,0.7973333333333322,0.8788540628830864
spherical,20,100,False,3.532,-18.095089173035465
spherical,20,200,True,0.7973333333333322,0.8788540628830864
spherical,20,200,False,3.532,-18.095089173035465
spherical,20,300,True,0.7973333333333322,0.8788540628830864
spherical,20,300,False,3.532,-18.095089173035465
spherical,20,500,True,0.7973333333333322,0.8788540628830864
spherical,20,500,False,3.532,-18.095089173035465
